Date,Price,Open,High,Low,Vol.,Change %
12/21/2022,0.9998,0.9999,1.0003,0.9993,1.10M,-0.01%
12/20/2022,0.9999,1,1.0001,0.9995,1.50M,-0.01%
12/19/2022,1,0.9999,1,0.9995,577.86K,0.01%
12/18/2022,0.9999,0.9998,1.0001,0.9996,931.36K,0.01%
12/17/2022,0.9998,1,1.0001,0.9984,774.73K,-0.02%
12/16/2022,1,0.9997,1.0001,0.9997,828.95K,0.03%
12/15/2022,0.9997,1.0001,1.0003,0.9992,978.87K,-0.04%
12/14/2022,1,0.9999,1.0006,0.9996,917.86K,0.01%
12/13/2022,0.9999,0.9998,1,0.9981,1.84M,0.01%
12/12/2022,0.9998,0.9991,0.9999,0.9979,4.61M,0.08%
12/11/2022,0.9991,1,1.0001,0.9978,2.24M,-0.09%
12/10/2022,1,0.9996,1.0003,0.9992,514.31K,0.04%
12/9/2022,0.9996,0.9999,1,0.9995,501.62K,-0.04%
12/8/2022,1,0.9997,1,0.9996,1.00M,0.04%
12/7/2022,0.9996,0.9998,1.0001,0.9995,1.16M,-0.01%
12/6/2022,0.9998,0.9998,1,0.9996,832.80K,-0.01%
12/5/2022,0.9998,0.9999,1.0001,0.9997,2.19M,-0.01%
12/4/2022,0.9999,0.9999,1.0002,0.9997,1.03M,0.00%
12/3/2022,0.9999,0.9999,1.0001,0.9997,613.50K,0.00%
12/2/2022,0.9999,1.0001,1.0002,0.9997,1.03M,-0.02%
12/1/2022,1.0001,0.9997,1.0002,0.9996,1.38M,0.04%
11/30/2022,0.9997,0.9999,1.0001,0.9996,2.18M,-0.01%
11/29/2022,0.9999,0.9997,1.0003,0.9997,1.47M,0.01%
11/28/2022,0.9997,0.9999,1.0001,0.9995,1.33M,-0.02%
11/27/2022,1,1,1.0002,0.9998,333.07K,0.01%
11/26/2022,0.9999,0.9998,1.0001,0.9998,635.10K,0.01%
11/25/2022,0.9998,1,1.0002,0.9997,693.05K,-0.01%
11/24/2022,0.9999,0.9998,1.0004,0.9997,1.16M,0.00%
11/23/2022,0.9998,0.9998,1,0.9996,2.20M,0.00%
11/22/2022,0.9998,0.9998,1.0001,0.9996,2.27M,0.00%
11/21/2022,0.9998,0.9994,1.0001,0.9987,3.01M,0.04%
11/20/2022,0.9994,0.9999,1,0.9992,2.33M,-0.05%
11/19/2022,0.9999,0.9997,1,0.9993,2.36M,0.01%
11/18/2022,0.9998,0.9997,1.0006,0.9995,1.10M,0.01%
11/17/2022,0.9997,0.9997,1,0.9986,1.75M,0.00%
11/16/2022,0.9997,0.9999,1.0004,0.9987,3.57M,-0.02%
11/15/2022,0.9999,0.9999,1.0006,0.9994,1.33M,0.00%
11/14/2022,0.9999,1,1.0011,0.9993,1.62M,-0.01%
11/13/2022,1,0.9999,1.0012,0.9987,1.36M,0.01%
11/12/2022,0.9999,0.9997,1.002,0.9984,1.90M,0.02%
11/11/2022,0.9997,1.0005,1.0013,0.9988,3.21M,-0.07%
11/10/2022,1.0005,1.0004,1.0073,0.9966,5.16M,0.01%
11/9/2022,1.0004,0.9996,1.0042,0.9984,6.64M,0.07%
11/8/2022,0.9997,0.9998,1,0.9992,4.36M,-0.01%
11/7/2022,0.9998,0.9999,1.0006,0.9997,2.02M,-0.01%
11/6/2022,0.9999,0.9999,1.0001,0.9998,1.04M,0.00%
11/5/2022,0.9999,1,1.0001,0.9998,1.10M,0.00%
11/4/2022,0.9999,0.9999,1.0001,0.9994,2.25M,0.00%
11/3/2022,0.9999,0.9999,1,0.9997,838.51K,0.00%
11/2/2022,0.9999,0.9997,1.0001,0.9994,1.87M,0.02%
11/1/2022,0.9997,0.9998,1,0.9994,1.56M,-0.02%
10/31/2022,1,0.9997,1.0002,0.9983,4.37M,0.03%
10/30/2022,0.9997,0.9997,0.9999,0.9993,1.38M,-0.01%
10/29/2022,0.9998,0.9997,1.0001,0.9994,1.64M,-0.01%
10/28/2022,0.9999,0.9999,1.0004,0.9993,1.93M,0.00%
10/27/2022,0.9999,1.0004,1.0004,0.9998,2.19M,-0.05%
10/26/2022,1.0004,1,1.0006,0.9996,2.96M,0.04%
10/25/2022,1,1.0001,1.0003,0.9994,2.53M,-0.01%
10/24/2022,1.0001,0.9999,1.0005,0.9997,1.83M,0.02%
10/23/2022,0.9999,1.0003,1.0006,0.9999,717.42K,-0.04%
10/22/2022,1.0003,0.9995,1.0003,0.9994,716.80K,0.07%
10/21/2022,0.9996,1,1.0002,0.9991,1.03M,-0.03%
10/20/2022,1,1,1.0001,0.9997,715.41K,0.00%
10/19/2022,0.9999,0.9999,1.0002,0.9993,1.13M,0.01%
10/18/2022,0.9999,1,1.0003,0.9994,1.93M,-0.01%
10/17/2022,1,0.9999,1.0003,0.9991,1.89M,0.01%
10/16/2022,0.9999,1.0002,1.0002,0.9998,646.03K,-0.03%
10/15/2022,1.0002,1.0003,1.0004,1,701.42K,0.00%
10/14/2022,1.0003,0.9999,1.0008,0.9999,1.84M,0.03%
10/13/2022,0.9999,1,1.0008,0.9995,3.57M,0.00%
10/12/2022,1,1,1.0002,0.9998,1.43M,-0.01%
10/11/2022,1.0001,0.9998,1.0001,0.9998,977.70K,0.03%
10/10/2022,0.9998,1,1,0.9987,1.08M,-0.02%
10/9/2022,1,0.9999,1.0002,0.9995,830.47K,0.01%
10/8/2022,0.9999,1,1.0001,0.9996,735.41K,-0.01%
10/7/2022,1,0.9999,1.0002,0.9995,1.35M,0.01%
10/6/2022,0.9999,0.9989,1.0002,0.9987,1.41M,0.09%
10/5/2022,0.999,0.9996,1,0.9983,3.04M,-0.06%
10/4/2022,0.9996,0.9998,1,0.9902,3.25M,-0.02%
10/3/2022,0.9998,0.9998,1.0001,0.9985,3.43M,0.00%
10/2/2022,0.9998,0.9999,1,0.9997,518.56K,-0.01%
10/1/2022,0.9999,0.9999,1.0002,0.9998,990.58K,-0.01%
9/30/2022,1,0.9999,1.0001,0.9996,1.45M,0.01%
9/29/2022,0.9999,0.9995,1,0.9992,1.95M,0.04%
9/28/2022,0.9995,0.9999,1.0004,0.999,1.56M,-0.04%
9/27/2022,0.9999,0.9999,1.0002,0.9987,2.29M,0.01%
9/26/2022,0.9998,1,1.0003,0.9975,1.86M,-0.02%
